ORDER_ID,ORDER DATE,SHIP MODE,CUSTOMER   NAME,SEGMENT,COUNTRY,CITY,STATE,REGION,CATEGORY,SUB-CATEGORY,SALES,QUANTITY,DISCOUNT,PROFIT,PROFIT MARGIN% ,YEAR
CA-2017-121755,2017-01-16,Second Class,Eric Hoffmann,Consumer,United States,Los Angeles,California,West,Technology,Accessories,90.57,3,0,11.7741,13.00,2017
US-2016-150630,2016-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,3083.43,7,0.5,-1665.0522,-54.00,2016
US-2016-150630,2016-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,9.618,2,0.7,-7.0532,-73.33,2016
US-2016-150630,2016-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,124.2,3,0.2,15.525,12.50,2016
US-2016-150630,2016-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,3.264,2,0.2,1.1016,33.75,2016
US-2016-150630,2016-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,86.304,6,0.2,9.7092,11.25,2016
US-2016-150630,2016-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,6.858,6,0.7,-5.715,-83.33,2016
US-2016-150630,2016-09-17,Standard Class,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,15.76,2,0.2,3.546,22.50,2016
CA-2018-107727,2018-10-19,Second Class,Matt Abelman,Home Office,United States,Houston,Texas,Central,Office Supplies,Paper,29.472,3,0.2,9.9468,33.75,2018
CA-2017-117590,2017-12-08,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central,Technology,Phones,1097.544,7,0.2,123.4737,11.25,2017
CA-2017-117590,2017-12-08,First Class,Gene Hale,Corporate,United States,Richardson,Texas,Central,Furniture,Furnishings,190.92,5,0.6,-147.963,-77.50,2017
CA-2016-117415,2016-12-27,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,Office Supplies,Envelopes,113.328,9,0.2,35.415,31.25,2016
CA-2016-117415,2016-12-27,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,Furniture,Bookcases,532.3992,3,0.32,-46.9764,-8.82,2016
CA-2016-117415,2016-12-27,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,212.058,3,0.3,-15.147,-7.14,2016
CA-2016-117415,2016-12-27,Standard Class,Steve Nguyen,Home Office,United States,Houston,Texas,Central,Technology,Phones,371.168,4,0.2,41.7564,11.25,2016
CA-2018-120999,2018-09-10,Standard Class,Linda Cazamias,Corporate,United States,Naperville,Illinois,Central,Technology,Phones,147.168,4,0.2,16.5564,11.25,2018
CA-2017-101343,2017-07-17,Standard Class,Ruben Ausman,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,77.88,2,0,3.894,5.00,2017
CA-2018-139619,2018-09-19,Standard Class,Erin Smith,Corporate,United States,Melbourne,Florida,South,Office Supplies,Storage,95.616,2,0.2,9.5616,10.00,2018
CA-2017-118255,2017-03-11,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,Technology,Accessories,45.98,2,0,19.7714,43.00,2017
CA-2017-118255,2017-03-11,First Class,Odella Nelson,Corporate,United States,Eagan,Minnesota,Central,Office Supplies,Binders,17.46,2,0,8.2062,47.00,2017
CA-2015-146703,2015-10-20,Second Class,Patrick O'Donnell,Consumer,United States,Westland,Michigan,Central,Office Supplies,Storage,211.96,4,0,8.4784,4.00,2015
CA-2017-169194,2017-06-20,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,East,Technology,Accessories,45,3,0,4.95,11.00,2017
CA-2017-169194,2017-06-20,Standard Class,Lena Hernandez,Consumer,United States,Dover,Delaware,East,Technology,Phones,21.8,2,0,6.104,28.00,2017
CA-2016-115742,2016-04-18,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,Office Supplies,Binders,38.22,6,0,17.9634,47.00,2016
CA-2016-115742,2016-04-18,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,Office Supplies,Labels,75.18,6,0,35.3346,47.00,2016
CA-2016-115742,2016-04-18,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,Furniture,Furnishings,6.16,2,0,2.9568,48.00,2016
CA-2016-115742,2016-04-18,Standard Class,Darren Powers,Consumer,United States,New Albany,Indiana,Central,Furniture,Chairs,89.99,1,0,17.0981,19.00,2016
CA-2017-105816,2017-12-11,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,East,Office Supplies,Fasteners,15.26,7,0,6.2566,41.00,2017
CA-2017-105816,2017-12-11,Standard Class,Janet Molinari,Corporate,United States,New York City,New York,East,Technology,Phones,1029.95,5,0,298.6855,29.00,2017
CA-2017-111682,2017-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,Office Supplies,Storage,208.56,6,0,52.14,25.00,2017
CA-2017-111682,2017-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,Office Supplies,Paper,32.4,5,0,15.552,48.00,2017
CA-2017-111682,2017-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,Furniture,Chairs,319.41,5,0.1,7.098,2.22,2017
CA-2017-111682,2017-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,Office Supplies,Paper,14.56,2,0,6.9888,48.00,2017
CA-2017-111682,2017-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,Technology,Accessories,30,2,0,3.3,11.00,2017
CA-2017-111682,2017-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,Office Supplies,Binders,48.48,4,0.2,16.362,33.75,2017
CA-2017-111682,2017-06-17,First Class,Ted Butterfield,Consumer,United States,Troy,New York,East,Office Supplies,Art,1.68,1,0,0.84,50.00,2017
CA-2016-135545,2016-11-24,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,Technology,Accessories,13.98,2,0,6.1512,44.00,2016
CA-2016-135545,2016-11-24,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,25.824,6,0.2,9.3612,36.25,2016
CA-2016-135545,2016-11-24,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,146.73,3,0,68.9631,47.00,2016
CA-2016-135545,2016-11-24,Standard Class,Kunst Miller,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,79.76,4,0,22.3328,28.00,2016
US-2016-164175,2016-04-30,Standard Class,Paul Stevenson,Home Office,United States,Chicago,Illinois,Central,Furniture,Chairs,213.115,5,0.3,-15.2225,-7.14,2016
CA-2015-106376,2015-12-05,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West,Office Supplies,Art,1113.024,8,0.2,111.3024,10.00,2015
CA-2015-106376,2015-12-05,Standard Class,Brendan Sweed,Corporate,United States,Gilbert,Arizona,West,Technology,Phones,167.968,4,0.2,62.988,37.50,2015
CA-2017-119823,2017-06-04,First Class,Karen Daniels,Consumer,United States,Springfield,Virginia,South,Office Supplies,Paper,75.88,2,0,35.6636,47.00,2017
CA-2017-106075,2017-09-18,Standard Class,Henry MacAllister,Consumer,United States,New York City,New York,East,Office Supplies,Binders,4.616,1,0.2,1.731,37.50,2017
CA-2018-114440,2018-09-14,Second Class,Tracy Blumstein,Consumer,United States,Jackson,Michigan,Central,Office Supplies,Paper,19.05,3,0,8.763,46.00,2018
US-2016-134026,2016-04-26,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,Furniture,Chairs,831.936,8,0.2,-114.3912,-13.75,2016
US-2016-134026,2016-04-26,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,Furniture,Furnishings,97.04,2,0.2,1.213,1.25,2016
US-2016-134026,2016-04-26,Standard Class,Joel Eaton,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Storage,72.784,1,0.2,-18.196,-25.00,2016
US-2018-118038,2018-12-09,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,Office Supplies,Binders,1.248,3,0.8,-1.9344,-155.00,2018
US-2018-118038,2018-12-09,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,9.708,3,0.6,-5.8248,-60.00,2018
US-2018-118038,2018-12-09,First Class,Ken Brennan,Corporate,United States,Houston,Texas,Central,Office Supplies,Storage,27.24,3,0.2,2.724,10.00,2018
US-2015-147606,2015-11-26,Second Class,Joel Eaton,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,19.3,5,0.6,-14.475,-75.00,2015
CA-2017-127208,2017-06-12,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,Office Supplies,Appliances,208.16,1,0,56.2032,27.00,2017
CA-2017-127208,2017-06-12,First Class,Stewart Carmichael,Corporate,United States,Decatur,Alabama,South,Office Supplies,Binders,16.74,3,0,8.0352,48.00,2017
CA-2015-139451,2015-10-12,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,West,Office Supplies,Art,14.9,5,0,4.172,28.00,2015
CA-2015-139451,2015-10-12,Standard Class,Duane Noonan,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,21.39,1,0,6.2031,29.00,2015
CA-2016-149734,2016-09-03,Standard Class,Julie Creighton,Corporate,United States,Durham,North Carolina,South,Office Supplies,Envelopes,200.984,7,0.2,62.8075,31.25,2016
US-2018-119662,2018-11-13,First Class,Christopher Schild,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549,-21.25,2018
CA-2018-140088,2018-05-28,Second Class,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,South,Furniture,Chairs,301.96,2,0,33.2156,11.00,2018
CA-2018-155558,2018-10-26,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central,Technology,Accessories,19.99,1,0,6.7966,34.00,2018
CA-2018-155558,2018-10-26,Standard Class,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Labels,6.16,2,0,2.9568,48.00,2018
CA-2017-159695,2017-04-05,Second Class,Gary Mitchum,Home Office,United States,Houston,Texas,Central,Office Supplies,Storage,158.368,7,0.2,13.8572,8.75,2017
CA-2017-109806,2017-09-17,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,20.1,3,0,6.633,33.00,2017
CA-2017-109806,2017-09-17,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,West,Technology,Phones,73.584,2,0.2,8.2782,11.25,2017
CA-2017-109806,2017-09-17,Standard Class,Jim Sink,Corporate,United States,Los Angeles,California,West,Office Supplies,Paper,6.48,1,0,3.1104,48.00,2017
CA-2016-149587,2016-01-31,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Paper,12.96,2,0,6.2208,48.00,2016
CA-2016-149587,2016-01-31,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,Furniture,Furnishings,53.34,3,0,16.5354,31.00,2016
CA-2016-149587,2016-01-31,Second Class,Karl Braun,Consumer,United States,Minneapolis,Minnesota,Central,Office Supplies,Binders,32.96,2,0,16.1504,49.00,2016
US-2018-109484,2018-11-06,Standard Class,Roger Barcio,Home Office,United States,Portland,Oregon,West,Office Supplies,Binders,5.682,1,0.7,-3.788,-66.67,2018
CA-2018-161018,2018-11-09,Second Class,Parhena Norris,Home Office,United States,New York City,New York,East,Furniture,Furnishings,96.53,7,0,40.5426,42.00,2018
CA-2018-157833,2018-06-17,First Class,Katherine Ducich,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,51.312,3,0.2,17.9592,35.00,2018
CA-2017-149223,2017-09-06,Standard Class,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,Central,Office Supplies,Appliances,77.88,6,0,22.5852,29.00,2017
CA-2017-158568,2017-08-29,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Paper,64.624,7,0.2,22.6184,35.00,2017
CA-2017-158568,2017-08-29,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,Technology,Accessories,95.976,3,0.2,-10.7973,-11.25,2017
CA-2017-158568,2017-08-29,Standard Class,Rick Bensley,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396,-170.00,2017
CA-2017-129903,2017-12-01,Second Class,Gary Zandusky,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,Paper,23.92,4,0,11.7208,49.00,2017
US-2016-156867,2016-11-13,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,Technology,Accessories,238.896,6,0.2,-26.8758,-11.25,2016
US-2016-156867,2016-11-13,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,Furniture,Furnishings,102.36,3,0.2,-3.8385,-3.75,2016
US-2016-156867,2016-11-13,Standard Class,Lena Cacioppo,Consumer,United States,Aurora,Colorado,West,Office Supplies,Binders,36.882,3,0.7,-25.8174,-70.00,2016
CA-2018-119004,2018-11-23,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,South,Technology,Accessories,74.112,8,0.2,17.6016,23.75,2018
CA-2018-119004,2018-11-23,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,South,Technology,Phones,27.992,1,0.2,2.0994,7.50,2018
CA-2018-119004,2018-11-23,Standard Class,Janet Martin,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,Art,3.304,1,0.2,1.0738,32.50,2018
CA-2016-129476,2016-10-15,Standard Class,Pete Armstrong,Home Office,United States,Orland Park,Illinois,Central,Technology,Accessories,339.96,5,0.2,67.992,20.00,2016
CA-2018-146780,2018-12-25,Standard Class,Cynthia Voltz,Corporate,United States,New York City,New York,East,Furniture,Furnishings,41.96,2,0,10.9096,26.00,2018
CA-2017-128867,2017-11-03,Standard Class,Clay Ludtke,Consumer,United States,Urbandale,Iowa,Central,Office Supplies,Art,75.96,2,0,22.788,30.00,2017
CA-2017-128867,2017-11-03,Standard Class,Clay Ludtke,Consumer,United States,Urbandale,Iowa,Central,Office Supplies,Binders,27.24,6,0,13.3476,49.00,2017
CA-2015-115259,2015-08-25,Second Class,Ryan Crowe,Consumer,United States,Columbus,Ohio,East,Office Supplies,Fasteners,40.096,14,0.2,14.5348,36.25,2015
CA-2015-115259,2015-08-25,Second Class,Ryan Crowe,Consumer,United States,Columbus,Ohio,East,Office Supplies,Envelopes,4.72,2,0.2,1.652,35.00,2015
CA-2015-115259,2015-08-25,Second Class,Ryan Crowe,Consumer,United States,Columbus,Ohio,East,Office Supplies,Paper,23.976,3,0.2,7.4925,31.25,2015
CA-2015-115259,2015-08-25,Second Class,Ryan Crowe,Consumer,United States,Columbus,Ohio,East,Office Supplies,Envelopes,130.464,6,0.2,44.0316,33.75,2015
CA-2016-110457,2016-03-02,Standard Class,Dave Kipp,Consumer,United States,Seattle,Washington,West,Furniture,Tables,787.53,3,0,165.3813,21.00,2016
US-2016-136476,2016-04-05,Standard Class,Greg Guthrie,Corporate,United States,Bristol,Tennessee,South,Office Supplies,Binders,157.794,1,0.7,-115.7156,-73.33,2016
CA-2017-103730,2017-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,Furniture,Furnishings,47.04,3,0,18.3456,39.00,2017
CA-2017-103730,2017-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,Office Supplies,Binders,30.84,4,0,13.878,45.00,2017
CA-2017-103730,2017-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,Office Supplies,Storage,226.56,6,0,63.4368,28.00,2017
CA-2017-103730,2017-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,Office Supplies,Envelopes,115.02,9,0,51.759,45.00,2017
CA-2017-103730,2017-06-12,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,East,Technology,Phones,68.04,7,0,19.7316,29.00,2017
US-2015-152030,2015-12-26,Second Class,Alan Dominguez,Home Office,United States,Houston,Texas,Central,Furniture,Chairs,600.558,3,0.3,-8.5794,-1.43,2015
US-2015-134614,2015-09-20,Standard Class,Philip Fox,Consumer,United States,Bloomington,Illinois,Central,Furniture,Tables,617.7,6,0.5,-407.682,-66.00,2015
US-2018-107272,2018-11-05,Standard Class,Troy Staebel,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,2.388,2,0.7,-1.8308,-76.67,2018
US-2018-107272,2018-11-05,Standard Class,Troy Staebel,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Storage,243.992,7,0.2,30.499,12.50,2018
US-2017-125969,2017-11-06,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,81.424,2,0.2,-9.1602,-11.25,2017
US-2017-125969,2017-11-06,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,238.56,3,0,26.2416,11.00,2017
US-2018-164147,2018-02-02,First Class,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,Technology,Phones,59.97,5,0.4,-11.994,-20.00,2018
US-2018-164147,2018-02-02,First Class,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,Office Supplies,Paper,78.304,2,0.2,29.364,37.50,2018
US-2018-164147,2018-02-02,First Class,Dorothy Wardle,Corporate,United States,Columbus,Ohio,East,Office Supplies,Fasteners,21.456,9,0.2,6.9732,32.50,2018
CA-2017-145583,2017-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,West,Office Supplies,Paper,20.04,3,0,9.6192,48.00,2017
CA-2017-145583,2017-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,West,Office Supplies,Paper,35.44,1,0,16.6568,47.00,2017
CA-2017-145583,2017-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,West,Office Supplies,Art,11.52,4,0,3.456,30.00,2017
CA-2017-145583,2017-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,West,Office Supplies,Fasteners,4.02,2,0,1.9698,49.00,2017
CA-2017-145583,2017-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,West,Office Supplies,Binders,76.176,3,0.2,26.6616,35.00,2017
CA-2017-145583,2017-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,West,Office Supplies,Supplies,65.88,6,0,18.4464,28.00,2017
CA-2017-145583,2017-10-13,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,West,Furniture,Furnishings,43.12,14,0,20.6976,48.00,2017
CA-2017-110366,2017-09-05,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,82.8,2,0.2,10.35,12.50,2017
CA-2018-106180,2018-09-18,Standard Class,Sally Hughsby,Corporate,United States,San Francisco,California,West,Office Supplies,Art,8.82,3,0,2.3814,27.00,2018
CA-2018-106180,2018-09-18,Standard Class,Sally Hughsby,Corporate,United States,San Francisco,California,West,Office Supplies,Envelopes,10.86,3,0,5.1042,47.00,2018
CA-2018-106180,2018-09-18,Standard Class,Sally Hughsby,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,143.7,3,0,68.976,48.00,2018
CA-2018-155376,2018-12-22,Standard Class,Sandra Glassco,Consumer,United States,Independence,Missouri,Central,Office Supplies,Appliances,839.43,3,0,218.2518,26.00,2018
CA-2016-110744,2016-09-07,Standard Class,Helen Andreada,Consumer,United States,Pasadena,California,West,Office Supplies,Storage,671.93,7,0,20.1579,3.00,2016
CA-2015-110072,2015-10-22,Standard Class,Maureen Gastineau,Home Office,United States,Newark,Ohio,East,Furniture,Furnishings,93.888,4,0.2,12.9096,13.75,2015
CA-2017-114489,2017-12-05,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,Technology,Phones,384.45,11,0,103.8015,27.00,2017
CA-2017-114489,2017-12-05,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,Technology,Phones,149.97,3,0,5.9988,4.00,2017
CA-2017-114489,2017-12-05,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,Furniture,Chairs,1951.84,8,0,585.552,30.00,2017
CA-2017-114489,2017-12-05,Standard Class,Justin Ellison,Corporate,United States,Franklin,Wisconsin,Central,Office Supplies,Binders,171.55,5,0,80.6285,47.00,2017
CA-2017-158834,2017-03-13,First Class,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,West,Office Supplies,Appliances,157.92,5,0.2,17.766,11.25,2017
CA-2017-158834,2017-03-13,First Class,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,West,Technology,Phones,203.184,2,0.2,15.2388,7.50,2017
CA-2016-124919,2016-05-31,First Class,Stephanie Phelps,Corporate,United States,San Jose,California,West,Office Supplies,Paper,58.38,7,0,26.271,45.00,2016
CA-2016-124919,2016-05-31,First Class,Stephanie Phelps,Corporate,United States,San Jose,California,West,Office Supplies,Paper,105.52,4,0,48.5392,46.00,2016
CA-2016-124919,2016-05-31,First Class,Stephanie Phelps,Corporate,United States,San Jose,California,West,Office Supplies,Storage,80.88,6,0,21.0288,26.00,2016
CA-2016-118948,2016-05-28,Standard Class,Neil Knudson,Home Office,United States,Seattle,Washington,West,Office Supplies,Art,6.63,3,0,1.7901,27.00,2016
CA-2015-104269,2015-03-01,Second Class,Dave Brooks,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,457.568,2,0.2,51.4764,11.25,2015
CA-2017-114104,2017-11-20,Standard Class,Nora Paige,Consumer,United States,Edmond,Oklahoma,Central,Office Supplies,Labels,14.62,2,0,6.8714,47.00,2017
CA-2017-114104,2017-11-20,Standard Class,Nora Paige,Consumer,United States,Edmond,Oklahoma,Central,Technology,Phones,944.93,7,0,236.2325,25.00,2017
CA-2017-162733,2017-05-11,First Class,Ted Trevino,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,5.98,1,0,2.691,45.00,2017
CA-2016-119697,2016-12-28,Second Class,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,54.384,2,0.2,1.3596,2.50,2016
CA-2017-154508,2017-11-16,Standard Class,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,West,Office Supplies,Envelopes,28.4,5,0,13.348,47.00,2017
CA-2017-113817,2017-11-07,Standard Class,Max Jones,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,27.68,2,0.2,9.688,35.00,2017
CA-2015-139892,2015-09-08,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Art,9.936,3,0.2,2.7324,27.50,2015
CA-2015-139892,2015-09-08,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,Central,Technology,Machines,8159.952,8,0.4,-1359.992,-16.67,2015
CA-2015-139892,2015-09-08,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Storage,275.928,3,0.2,-58.6347,-21.25,2015
CA-2015-139892,2015-09-08,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,Central,Furniture,Chairs,1740.06,9,0.3,-24.858,-1.43,2015
